content,score,label
Sms otp untuk login gak masuk masuk.,1,0
"tambah mahal, ga ada promo murah samasekali.",3,0
"Tidak bermasalah dengan aplikasinya hanya dengan kartunya yang sangat jelek,sengaja saya kasih bintang 1 kalau ada bintang 0 juga bakalan saya kasih karena jaringannya pas dipake gabagus banget,padahal saya pelanggan setia tiap bulan beli pulsa buat isi data di kartu tpai tetep pas dipakai jaringanna kek asv sangat tidak mendukung pada daerah pedesaan dan jaringan bakalan bagus di jam jam tertentu aja,jelek banget buat indosat cuih,selamat telah memenangkan nominasi jaringan tersampah",1,0
"Gara"" Kau akun grab gua jd ancur. Gua d marahin customer gua. Gua juga kehilangan uang 50rb buat beli food customer, saldo grab gua juga kepotong bangsaaattt... Trus sapa yg mau tanggung jawab bangke...",1,0
Paket lamaa d prosessa,1,0
"Kesel makin gajelas masa ngisi pulsa tiba2 kesedot pedahal kuota banyak, trus saya gak ada utang pulsa darurat tapi abis sendiri pulsanya..",2,0
"Miminnn, kenapa pulsa 10ribu tau² tinggal 3ribu, gak ada notifikasi itu pulsa kepakek buat apa?? padahal disimpan dulu buat maketin lagi..capee minn😭",1,0
Gak jelas banget nih masa gw dah aktifin paketan darurat tapi malah gak bisa kepakai gak guna kalau tau gitu mending dihilangkan aja jangan membodohi dengan kata freedom,1,0
sinyal lu kyk keong tolol main game nge lag mulu gblk,1,0
"Indosat kalau hujan lemah banget, ga kaya sinyal lain",1,0
Benerin napa sinyal dah berapa taun gak masih aja sama kaya dulu mana peningkatan nya,1,0
"Di update malah makin lelet. Blogg yang bener aja,, rugi dongg",1,0
Udah ku lakuin apa yang kamu suruh tapi masih aja sinyal nya kaya kontollll memang babi kalau gak ancurin aja tower nya 😡😡😡😡,1,0
"Serius, pulsa saya kenapa sering banget ilang?",1,0
Dah lahh m3 sekarang maah udah boros malless tadi malem saya baru beli kuotaa pas siangnya udah abis lagi padah enggak di pake apa apa;(,1,0
Nyesel seumur hidup pake kartu Indosat👍👍,1,0
Lama buka aplikasinya,2,0
Aplikasi dengan performa buruk,1,0
parah banget baru kali ini pake sim card sampe pulsa utama ke sedot udah gitu kenapa gak ada gratis kuota nya padahal sekarang banget nih pulsa udah di irit2 tapi tetep aja ke sedot,1,0
"Kartu paling aneh yang pernah saya pakai, harga kuota di kartu saya sangat mahal berbeda dengan yang lain, tidak masuk akal 12 GB harganya 58 ribu, dan tidak ada pilihan bulan lain yang lebih baik dari itu.",1,0
sinyal jelek buat video call,3,0
Di kampung saya Indosat sangat buruk jaringan tolong lah manjakan pelanggan m3 sinyal buruk banget buat main game sllu lag sinyal ilang.. Daerah sei pagar kampar kiri tengah sp 3 umum karya bhakti... Saya udah coba ngubungin sales m3 di sekitaran sini tapi gak pernh di tanggapi dan di perbaiki. Aku ksih bintang satu.. Nti klo jringan udah bagus baru ku kasih bintang 5..,1,0
Oe gangguan nya lama bgt gilak,1,0
Aplikasi nya semakin jelek karena lambat dah tidak stabil,1,0
Indosat mmk ajg ngelek ngelek ni,1,0
Kartu korup njir tiba tiba Kouta berkurang drastis padahal gak dipake pake kesampingkan itu dulu ini jaringan kenapa tiba² tidak jelas sekarang pulsa pun hilang tiba tiba padahal kartu di sim 2 internet di sim 1 kok pulsanya hilang blok,1,0
woy balikin puls gwe woy gwe top up di appk ini kgk masuk njing appk gak jelas🗿🗿🗿🗿🗿🗿,1,0
pas udah di update malah ga bisa dibuka🙂,1,0
Baru aja beli paket tapi sigyal susah bener ...gak nyaman Im3 sekarang sigyal lemah,1,0
"Buriq, gak bisa dipake, udah berbulan2 error terus. Udah chat CS nya gada solusi apapun, cuman disuruh nunggu. Nunggu sampe kapan ?!",1,0
Admin tolong tambakan fitur kunci pulsa supaya saat paket internet habis biar tidak terpotong masak operator lain bisa,2,0
"tolong indosat jaringannya sekarang di perbaiki lg jelek banget jaringannya, saya pindah dari telkomsel krna jaringannya gk bagus, tolong jgn mengecewakan.",2,0
"Bintang 1 lebih cocok, karena masalah paket data,saya beli paket data 50gb belum sampai batas waktunya tiba2 sudah habis, saya liat di grafik data cuma terpakai 22gb, jadi sisanya kemana?? Kok INDOSAT sekarang gak jelas, makin mahal jg iya, pindah ke si biru sajalah..",1,0
Setelah diupdate malah mengecewakan..,1,0
Setiap isi pulsa kesedot mulu padahal gak nyalain data dan tidak ada tanggungan pulsa darurat mohon di perbaiki lagi sistem nya saya sangat kecewa,1,0
Kenapa sekarang Indosat sering gangguan aduh padahal gua sdh rasa nyaman Tapi kalo gini terus pindah ke Axis aj kaliya,3,0
Sumpah IM3 kurang banget kadang kadang sinyal ilang di tambah data gak bisa di pake hadeh kacau,1,0
"Woi IM3, gimana ini. Masa aku top up pake pulsa untuk game,error. Pulsa sudah kepotong tapi gk ada history di Googlepayment,cuma ada sms pembayaran pulsa kepotong. Item game juga gak masuk. TERUS PULSA GW KE MANA? LU KORUP APA GIMANA SIH!!! Tolong ada pertanggungjawaban dari pihak im3. Entah apakah ada orang lain yg bernasib sama atau gk. Tch...",1,0
Aplikasi di hp 1 gk bisa dibuka yg 1 bisa aneh.,1,0
Isi pulsa tidak bisa masuk Lama update nya,1,0
Kiomete,2,0
M3 jaringan paling jelek,1,0
Kenapa sekarang m3 paketannya mahal. . ? Kalo gini caranya saya pindah ke lain hati inj,3,0
Indosat anj setiap hujan pasti gangguan,1,0
"Sangat kecewa ,saldo sudah terpotong paket tidak sampai dengan berat hati saya sudah cukup sampai disini memakai kartu indosat terimakasih Kartu nya udh saya buang mohon maaf",1,0
Makin hari makin hilang sinyal nya tidak ada sama sekali susah ada masalah kah?,2,0
Ini jaringan im3 emang kaya babi ya,1,0
"Lawak, tiap maen dadu panjat kuota selalu pas di baris akhir for close mulu, gmna mau menang kalo di setting trus tiap putaran akhir",1,0
Apa apk Ni minta krim kode otp Bru di krimnya di waktu udh abis gimna mau masuk apk g jelas!!!! Massa mau beli pket mlah ggal proses,1,0
"Apk tidak bisa dibuka sudah 2 bulan sejak diupdate alhasil poin hangus, sudah dilaporkan ke galeri indosat dan via cs 185 namun tidak ada solusi dan tidak ada perubahan hingga skrg, harus mengadu kemana lagi😭 Im3 semakin paraahhhhhhhhhh",1,0
Sinyal sangar buruk untuk bermain game online. Jumpibg sangat besar hingga 234ms. Mohon diperbaiki,1,0
Makin kesini makin ancur aja sinyal'y,1,0
"kok mahal bet isi paketnya, terus sering ilang ilang pula sinyal nya",3,0
Baru baget di update aplikasi myim3 sudah tidak bisa login padahal jaringan bagus dan paket data baru beli belum sampai 1 jam(reload terus),1,0
Makin tolol aplikasinya kalo pake sinyal opratol lain malah ngulang masukin nomer jadi ribet tolol,3,0
"Terlalu sering jaringan bermasalah, sering hilang hilang terus susah kalau kondisinya kaya gini. Harga internet makin mahal tapi kualitas makin menurun. Mau ganti provider lain nanggung kuota masih banyak pula. Makin downgrade. Harga elit. Internet sulit.",1,0
Sinyalnya jelek banget apalagi kalau pas hujan terus gkada gratisan juga paketannya mahal mahal semua,1,0
"Lagi dan terjadi lagi kenapa ni sinya ancur banget mau buka apk buferingnya minta ampun,jd makin jelek ni indogsat,kecewa beli kuota sinyal jelek,mubazir jatohnya",1,0
ini gimana kok trouble teruss yang parah malah gabisa.beli kuota padahal aku pengguna Indosat udah tiga tahun yaampunnnn mohon di perbaiki,2,0
"Indosat bego udah la pulsa sering di sedit kuota mahal, tambah lgi sinyal nya, lama lama indosat gua lapor lu ya",1,0
Sinyal Bapuk Tidak stabil,3,0
Nah pas,1,0
Untuk aplikasi bagus cuma untuk jaringan kadang suka ngilang sendiri habis itu sinyal nya naik turun sendiri padahal di tempat tinggal saya termasuk kota,3,0
"mau cari info ke indira balesan nya cmn di sruh tunggu, beli pulsa tba' ketarik aneh bgt, pnya utang kga, nyalahin data kga aneh bnrr",1,0
"UDAH MAHAL, LEMOT JGN MIKIRIN CUAN MULU AJG. PELAYANAN LO TINGKATIN BARU MAHAL",1,0
"Mau beli paket pun prosesnya lama, menunggu terus",1,0
Kenapa saya tidak bisa beli paketan di my Indosat,1,0
Habis diupdate makin buruk dan gak bisa buka sama sekali. Sinyal ngadaaaaaaaaaat,1,0
"Kok aplikasinya eror ya gak bisa dibuka semenjak update terakhir, walaupun sdh pakai wifi",1,0
"Sangat baik. Pulsa Tiba tiba habis. Alasannya waktu beli paket datanya aktif, padahal sebelumnya masih ada sisa data. Itu pun kalau mau komplain harus nunggu satu jam, dan tidak ada hasil. Makasih... Dan bantuan wa official gak membantu, nambah buat emosi",1,0
"Apl nya semakin buruk, dan muahal, ga kaya apl yg dulu tiap harinya ada promo. Sangat mengecewakan",1,0
tambah mahal doang sinyal jelek terus apalah,1,0
"indosat sekarang mahal²,,,, masa 10gb 60k",1,0
Indosat sering terobel sekarang juga terobel orang kantornya sebenernya kerja gak sih,1,0
"Padahal udah enak di IM3, tapi akhir akhir ini makin kecewa, beli paket freedom apps tapi ngak bisa di gunakan, sama kayak bakar duit sih, kecewa banget ke IM3",1,0
"Kaya taik lag terus waktu hujan, tolong perbaiki kecepatan jaringan",1,0
"Paket masih ada 38GB,expired tgl 10 februari tapi kagak bisa dipake. Lah gini amat operator kocak,indira udah dikontek malah muter woy. Niat gak sih jadi operator kocak lu.",1,0
eror tidak bisa masuk dan tidak bisa beli erorrr,1,0
Pulsa sering tiba berkurang sendiri pdhal gapunya untang ke operator,2,0
Tolong lah jaringan tolong perbaiki kayak kartu merah banyak yang kecewa akhir2 ini karena musim hujan dan berdampak besar pada pengguna im3 kenapa dari dulu selalu bisa di gunakan saat tengah malam terus kasihan adik adik yang bergadang demi nunggu sinyal bagus Saya selalu merasakan lelet saat penting itu sangat mengecewakan,1,0
Makin kesini makin gila aja jaringan,1,0
ga ok,1,0
good,3,0
IM3 gak ada fitur transfer atau migrasi Kouta kah ke sesama kartu? Baru ngisi Kouta ke esim ternyata esimnya bermasalah sayang banegt masih ada 50 GB buat 3 bulan disitu,2,0
"Kartu ga bener,baru aja ngisi kouta tiba tiba kesedot tanpa alesan dasar kartu ga bener,ga niat buat kartu",1,0
Jaringan mulai kentang cuaca Oke listrik hidup jaringan 4g+ tapi buat main game dan sebagai nya ngelag dulu sebelum banyak yang pakai paling Oke skrang banyak yang pakai ngelag and sekarang banyak yang mulai pindah ke kartu sebelah sebaiknya di perbaiki jaringanya jika ingin Indosat tetap baik baik saja sekian saran dari pengguna setia smoga cepat di respon,1,0
Saya beli paket kok gak masuk sudah 2 kali saldo nya di ambil tapi kuota nya gak masuk,1,0
"Susah KL dibuka app,dan paketnya muhal",1,0
Jaringannya jelek IM3 kami pro player mobile legend tidak bisa jokiin akun org saya kasih bintang 1..jaringan sampah beban masyarakat sekitar,1,0
"Fitur Ucan admin dan bunganya mahal,..",3,0
ga jelas.. *123 ga bisa.. jaringan juga ga bisa.. semuanya ga bisa..,1,0
"Ini bug atau bagaimana di apk saya. Keluar tiba"" dan tak bisa cek nomor im3 untuk masuk bagaimana ini?",1,0
"Kalo ada bintang nol, bintang nol aku kasih",1,0
kenapa tambah mahal ya ka Telkomsel anjirr harganya malaha lebih tinggi dari Telkomsel misalnya pulsa 58 ribu malah dapat kuota 12 gb ajir masuk akal ka dan juga jangan banya alasan saja itu kau bilang Peyusaiya harga tapi gotak la,1,0
"Tolong jaringan di perbaiki lgi,,buat main game saja,ngebug mulu..miskin sinyal",1,0
"Jaringan ampas tapi kuota makin naik dan mahal, suka ngambil pulsa pelanggan juga lagi 👎👎👎",1,0
Cape bet sinyal nya ilang² terus :),1,0
bgus,2,0
"Yang bener aja, masa gk bisa buka my im3 padahal masih ada banyak loh data ku, terus juga kadang gk ada sinyalnya dan juga ada waktu itu saya pernah mengisi pulsa 20.000 lalu saya beli data 7gb selama 5hari, baru pakai 3 hari udah gk bisa lagi dipakai, udah di cek lagi masih ada datanya dan masih belum habis masanya, tolong lah di perbaiki",1,0
sekarang di tepat saya susah sinyal,1,0
Masih suka nyedot pulsa sama kuota sendiri!. padahal udh gada izin penggunaan data di latar belakang,1,0
Jaringan pas hujan tidak stabil trussss,1,0
Aplikasi banyak bug masih aja di pajang.,1,0
"Percuma update juga tidak pengaruh ke jaringan,,mau di update beberapa kali juga,jaringan tetep buruk.",1,0
Operator sialan ga jelas sumpah ngeselin ngasih kuota 1GB kemaren baru di pake 200MB udh ilang bonus nya😡 ganti kartu lah mls pake Indosat udh paket mahal ngutang pulsa SOS cuma bisa dikit doang ga kaya dulu makin kesini makin pelit aja operator nya cuiiiih najis🤡,1,0
"Ini knp sering gangguan ya, bar sinyal full, keterangan 4G ada, cuma data ga jalan, jadi rugi ga bisa ngapa""in padahal lagi perlu internet",1,0
"Gua sebagai pemakai kartu im3 cukup kecewa, karena jaringannya tiba-tiba nonaktif jadi gua kasi rating bintang 1 aja. Soalnya jaringannya kurang bagu",1,0
Burukkkkkkkk,1,0
rugi beli kuota m3 baru daftarin paket yg 10 gb gak bisa di pake sma sekali m3 busuk,1,0
"Saya beli pulsa di im3 5k dilanjutkan ke transaksi dana untuk transfer, pas saya udah transfer sama uang penanganan nya 1k jadi 6k, setelah itu pas saya cek pulsa saya tidak ada masuk, gimana sih saya jadi rugi tolong dong im3 dibenerin lagi jangan bikin orang lain rugi saya ini sudah kena, hadehh",1,0
"Kepada pihak developer, TOLONG UNTUK PERBAIKI SINYAL , SAYA MAU INTERNETAN JADI TERHAMBAT, TIAP HARI NGELAG MULU AJG ANJG",1,0
Ndak bisa di buka,1,0
"Terjadi lagi dan lagi jaringan m3 di daerah Cicadas Bandung sering terjadi gangguan,sudah dicoba on off tetap,mode pesawat sudah masih tetap jaringan gangguan,gimana ini haduh",1,0
"apk kebanyakan lag, sinyal gampang ilang2 an gangguan sinyal ada trus, heran gw mah",1,0
"Ada apa dengan indosat makin kesini makin jelek sinyal gak stabil,di update malah tambah lelet",1,0
"Makin nga jelassss ni m3, sinyal sering gangguan!",1,0
Percuma harga koutaa mahalll.. Banyakkk kuotaa.. Kalau jaringan masih buriiikk beginiii,1,0
Aplikasi nya susah dibuka yang suka keliar sendiri lah yang cuma layar depan terus ops ada gangguan lah... Perbaiki itu aplikasi signal perasaan bagus bagus aja,1,0
Maaf yaa cuma bisa kasih bintang 2 soalnya di aplikasi my IM3 enggak ada fitur kunci pulsa nya🙏.,2,0
"Untuk paket internet Udah ok, dan untuk reward jg udh ok, ada satu yg GK ok yaitu jaringan internet yg GK lancar, semakin hari semakin jelek, dari 2018 gua pake ini kartu, dulu internet ny lumayan kenapa mulai dari tahun 2023 sampai tahun 2024 ini jaringan sinyal internet im3 jelek, apa masalah nya sih, untuk main game juga buruk apa lagi yg lainny, harapan aku sih sinyalnya diperkuatkan lagi, setidaknya harus ada kemajuan. Itu aja",1,0
"Jaringannya wuaduh sangat sangat rungkat,tolonglah di perbaiki itu masalah jaringan",1,0
"Jaringan burik, bukanya di perbaiki malah di perparah , kuota juga mahal"" ga sesuai dengan kualitas jaringan yang buruk",1,0
LAG BANGET SINYAL NYA CACAT,1,0
"kuota full sinyal full gk bisa buat apa"",sekarang im3 jelek",1,0
keren,3,0
"Tolong lah IM3 konsisten, bru aja udah isi ulang pulsa buat pket data masa iyya sig, sesaat setelah pembayaran no.nya udah gak aktiff. Kah agak aneh yahh.. yang ada tu klo org udah isi ulang pasti ada perpanjangan masa aktif loh... La ini malah langsung di nonaktifin nonyaa. Mana bukan uang sedikit lagi .. agak2 emang yahh ..",1,0
"Harga makin naik,sinyal makin jelekkk",1,0
Jaringan selalu mati sendiri + suka ngeleg gak lucu lagi pus renk tiba tiba ngeleg gak rekomendasi sih gua harga mahal kualitas cacat,1,0
jaringan nya E trus ini rusak udh,1,0
Aplikasi tidak berfungsi,1,0
Jangan apk aja di upgrade. Minimal jaringannya juga diupgrade,1,0
Pepek asu lag terus nggak bisa di buka apk pepek,1,0
Sinyal im3 baguss #BUSUK,2,0
Proses tukar poin eror dan proses pembelian paket Sangat lama,1,0
"Masuk nya sangat susah ,, sering keluar harus di daftarkn berkali""",1,0
Kebiasaan ni kartu jam 8 malam lelet nya gak ngotak,1,0
Cs nya ga jelas di kasih nomor im3 malah bilang bukan nomor im3 setiap keluhan ga pernah di kasih solusi,1,0
"Sekarang pembayaran menggunakan Dana gbisa truss , parah ini , makin hari makin ribet",1,0
Tolol ko apk myim3 nya ga mau di buka terus si ngebug apk nya udah jaringan nya lemot lagi kalau waktu malam dan juga jaringan nya suka putus putus 😪😒,1,0
Sinyal lama lama tambah bobrok,1,0
"Baru kali ini ada provider yg motong pulsa hanya karna jaringan masih 4G sedangkan data internet di Hp mati dan menggunakan wifi di rumah. Parah nanya Cs jwbnya katanya sudah di beritahukan lewat SMS. Sedangkan di SMS cma bilang akan di kenakan tarif dasar karena paket data sudah tidak aktif. Gk ada tulisan di SMS itu ganti jaringan ke 2G agar tidak terpotong pulsanya. Pertanyaannya emangnya wlwpn jaringan Hp masih 4G tapi data Hp off masi bisA gitu akses ke internet? kan gk, knp bisa terpotong",1,0
setelah tahun baru kok malah lemot sering hilang sinyal kadang jadi E sampai skrg sinyal sering hilang dan datang dan kemarin tgl 14 ambil pulsa darurat belum masuk2 eh begitu sy isi lsg dipotong padahal tidak ada pulsa masuk...sy merasa dirugikan,2,0
tidak bisa mengklaim kuota gratis,3,0
"Jaringanya bagus, tapi kadang nggak ada angin ,nggak afa huian tiba-tiba hilang aja koneksi internet nya. Tolong lah ya jangan sejelek itu kualitasnya",2,0
Indosat babi jaringan kek taikkk ilang ilang mulu pertama beli kuotanya murah lama kelamaaan pakeekkk kuotanya makin mahal sok asik bet luuu udah jaringan nya lemmooottttttt kekkk taikkk,1,0
Benerin lah sering gak fungsi sering eror... gak jelas sering eror,1,0
Udah gabener itu kartu masa gw baru beli kouta mahal mahal malah ga aktif kuotanya padahal jaringan full hadehh Indosat Indosat,1,0
"Kenapa setiap nanya Indira kalo mau dihubungkan oleh agen(manusia) itu responnya lama banget ,. Jangan cuma bisanya naekin harga aja dong,giliran customer mau complaint dipersulit",1,0
Sinyal kayak anjng jelek terus mmk,1,0
"Area Samarinda sinyalnya jelek, suka error2 jaringan.",2,0
"Setan beli kuota mahal2 sinyal langsung status ""G"" Guobloookkk im3",1,0
Harga paket makin hari tambah super Mahal dan Jaringan Lemot,1,0
"Abis Update , gabisa masuk , , Eror !!!",1,0
M3 sekarang gak jelas gw punya paket data tapi gk bisa digunakan terus sekarang nomor gw gk terverifikasi. Makin males pake m3 sekarang 😌,1,0
"Jaringan indosat dri thn 2006 sampai saat ini 2024, knpa tdk ada peningkatan..slalu jelek..apalagi di musim hujan..sma kaya dulu",3,0
Udah ganti aja jasi ply stor aja wkwkwkw mI ngSih kuota gratis hatrus main game dulu padahal bohong itu dapwt kuota gratis nya supaya nonton iklan aja kan parah sekarang m3 jadi eror Aku kasih b1 aja dulu biar di baca 😁😁😁😁😁,1,0
"Ini signal gemana,dua hari ini busuk banget signalnya,harusnya kalo lg ada trable di infoin lah,bukan diem aja,makin busuk signalnya ampun dah",1,0
Jelek bgtbapk nya sinyal full tapi jaringan ga bisa di pake apk nya buruk bgt ajg,1,0
Sekarang kalo beli paketan prosesnya lama bangettttt,3,0
"Jaringan selalu putus putus lemot,,,, gak pernah ad sinyal bagus,,,, im3 dan 3 kartu paling jelek lemot,,, sinyal jelek di manapun",1,0
Harga elit jaringan sulit,1,0
Kenapa jaringan im3 tidak stabil setiap hari makin hari makin kacau aja,1,0
"Pemberian harga kuota kalian sangat jahat, 100rb dpt 50gb, 50rb masak 12gb, Strategi bisnis kalian itu jahat",1,0
Kalo ga niat isi tukar poin mending jangan asu gua nukar poin 3000 dapet 1 gb ga bisa di gunakan pakek chatan wa aja ga bisa mending hapus deh poin poin nya itu bila perlu gua mau pindah layanan aja im 3 curang baca ini min tolol,1,0
Sering keluar sendiri. Sinyal ga stabil.,1,0
Kalo malam siang tu dak usahlah ngelag kalo masih ngelag buat apa ada kartu indosat,1,0
Kocak kuota apps entertainment ga bisa di pake buat yt FB ig dll,1,0
Jaringan gembellll,1,0
"Semenjak ada yg kebakaran kemarin, makin kgk jelad sinyal suka ilang""",1,0
"Aplikasi apaan ini!!!!! Ga jelass pulsa nya ngurang terus padahal data ga nyala, anehh aplikasi aneh anj",1,0
"Kenapa sih indosat nih jaringan nya kayak taii, setuap tengah mlm jaringan nya hilang2 timbul macam taii di closet",1,0
Sia Mun ngien kartu NU bener Jing lag wae ai sia blog,1,0
Apakah mubim3 ada masalah kok saya sudah 3 x yah kejadian yang sama saya cek malemnya 17 GB ehh besoknya udah abis itu masa aktifnya juga masih lama terus enggak di gunakan datanya secara berlebihan saya sudah 3 x begini terus gimana sih ini pihak my IM3 update lagi lah supaya gak rugi,1,0
cobak,3,0
"Ini aplikasi gapernah ktinggalan update loh tapi kok sering error, trus tanya CS tp CS nya robot . Gaada gunanya loh CS begitu . Trus hapus paket gabisa gabisa malah dapet sms keyword yg anda masukan salaah ... di aplikasi saya paket data yg lama lama gabisa kehapus jadi numpuk gtu hmmmmm",2,0
Makin lama makin anehh,2,0
"Sangat di sayangkan, karena internet nya di kota ku sering hilang.. jaringan 4G, sinyal full. Tapi buka FB, buka Ig, buka YouTube, buka wa, buka google putih semua.. loading terus.. berulang kali on off mode pesawat tetap saja tidak ada perubahan. Di restart pun masih sama.. padahal cuaca cerah, listrik nyala. Entah apa sebabnya. Sering mengadukan keluhan yang sama, tapi tetap mendapatkan jawab yang sama pula. Dan jawaban dari pihak penjawab sudah saya lakukan sebelum memberikan aduan.",1,0
Mau tanya kenapa internet saya hilang.datanya udh saya ngalain TPI tidak ada internetnya.terus saya cobak chat nomer my3 di WhatsApp itu tulisannya...tidak dapat memverifikasi nomer kamu...ini kenapa ya,1,0
"sudah hampir 1 bulan aplikasinya lemot, di update untuk di optimalkan malah reting makin memburuk, padalah dulu lancar",2,0
lelet x astagfirullah.. Paket beli mahal kualitas sangat minim..,1,0
Pulsa kurang sendiri Padahal belum di gunakan,2,0
sinyalnya kmna woy,1,0
saya beli kuota masa yg dateng cuma 500 mb. padahal saya dari dulu setia pake im3 . jujur kecewa,1,0
Kurang akurat jelek issshh masa hrs download lagi dan lagi ...hufftt,1,0
Untuk jaringan im3 sering banget bermasalah,1,0
Sejak update terakhir aplikasi ini semakin tidak berguna. Pembayaran semakin sulit dan pembelian tidak dapat diproses.,1,0
jaringan bagus cuman khususnya dikota saya Sumedang Jawa Barat jaringan bagusnya daerah tertentu,3,0
Jaringan 1m3 itu dari dulu gk jelas lemot bikin kesal mau banting hp... Apalagi kalo main game bikin naik darah Mkanya ke provider lain aja.. Gk ada perubahan dari dulu Klo dilapor ke cs selalu jawaban maaf lagi perbaikan atau kita lagi ada kendala dari 3 tahun yg lalu smpai sekarang perbaikan terus.. Babbbi lah,1,0
"Tambakan fitur jaga pulsa seperti di Telkomsel. Karena sering menyedot pulsa saat kehabisan kuota, bahkan saat pemberitahuan habih kuota belum masuk.",1,0
Pulsa sudah di isi 150k Giliran mau beli paket aja gagal kulu. Notifikasi nongol iklan my m3.. Yang bener dong sama pelanggan setia m3,2,0
Perbaiki jaringannya biar konsumen puas,1,0
"Pas beli paket di my im3, malah ga bisa di gunakan padahal paket yg di beli sama kayak kemaren yg bagus bagus aja",1,0
"Tambah gak jelas INDOSAT, semalam beli pulsa plus sekalian isi kuota juga diJam 11 malam lebih untuk notif sudah berhasil semuanya Di jam 02.00 tiba-tiba ada notifikasi isi ulang saldo gagal sama pembelian paket gagal, dan sama sekali gak ada pengembalian dana sama sekali, makin kesini makin BURUK!!!",1,0
burikkkkkk bangetttttt makin kesini jdi gamau langganan,1,0
"Ini jaringan gimna min, masa broken seharian, .",1,0
ini indosat makin lemah aja di gandrungmangu. Bukannya 2024 membaik malah lemot ga karuan koneksinya. Apa lagi kalo hujan rintik-rintik langsung lemah syahwat koneksinya. Saya rindu indosat 2006-2009 yg stabil kenceng dan juga bisa di andalkan.,1,0
Saya isi paket kuota yg 30GB tau tau hilang dan tergantikan pinjaman kuota 700MB 4hari.. kok bisa sih? Kenapa langsung berganti dan hangus aja kuota utama saya kenapa tidak ada pertanyaan sebelum mengganti kuota utama atau kenapa harus menghilangkan paket utama?,1,0
asuuuu...tiada hujan tiada angin sinyal gangguan konyol m3 babi kuota elit sinyal sulit,1,0
kurang,3,0
"Udah isi 20gb malah enggak ada sinyal sedikit pun, mending 20gb harga nya 1rb gapapa.",1,0
Jaringan m3 parah jelek,1,0
"Maaf,,kayanya ni apk lagi error.. Sda update tetap aja error,,tolong bantuan nya ya.",2,0
"smakin DUNGU INDOSAT OOREDOO & HUTCHISON ini yg PULSA KAMI PER 1OOO HILANG PER DETIK & jaringan internet INDOSAT OOREDOO turun BANDWITCH kwalitas buruk,jelek,susah kami berinternet bahagia di awal 2024 ini, sialaan !",1,0
Pusat pelayanan ya nol ......,1,0
bagus sinyalnya,1,0
Apk ya sering eror suka yedoti pulsa Sampek habis parah bet Tolong di bikin fitur pulsa seve Biar pulsa ya gk habis di sedot,1,0
sering ke log out,2,0
sangat bermanfaat sekali,3,0
"Sering dapat SMS nge-game dan internet lancar, tapi ngelag, bgsd",1,0
Sering utang pulsa di apk ini tp pulsa nya gak pernah masuk tp ada tagihan nya Konyol bgt rasanya utangnya ada tp hasil nya yg gak ada,2,0
"Beli pulsa di pasca bayar lama masuknya, udah masuk saldo pulsa sama yg masuk dan kurang, trus di beliin paket data gagal terus gak masuk masuk, gak niat bisnis atau emang rusak dan tidak sesuai atauran gak tau dah 👎 not recommended",1,0
Saya pengguna im3 dan say sangat kecewa laporan pengeluran pulsa tidak ada dan saya baru saja kehilangan pulsa.g jelas siapa yg ambil,1,0
plis lah t4i jngn keseringan ngirim surevei lewat SMS gw lagi main nglag gara gara lu pea lagi war juga Kont*l,1,0
Eror tidak bisa masuk aplikasi padahal kemaren² bisa,1,0
Tolong lah sinyal gangguan mulu,1,0
Hoee..napa harga paket tiap bulan malah selalu NAIK???🙄,2,0
aplikasi tidak stabil parah,1,0
Sering hilang sinyalx bulan 1 ini..hmpir tiap malam jringanx hilang....parahhh,1,0
puas,1,0
Makin kesini m3 makin sering gangguan jaringan nya apa lagi klw lgi ujan sering ngilang sendiri data nya.,1,0
Kacau error Mulu gak jelas bgt emng skrng,1,0
Habis update tidak bisa dibuka,2,0
"Ya ampun. Ini siyal M3 GK ada kemajuan,hujan dikit gangguan ,perbaiki lahhh",1,0
Jelek banget gak bisa di buka apk nya tolong di benerin,1,0
sinyal nya kurang bagus,3,0
"Wah bener2 aplikasi kurang ajar, paket aku hilang.. padahal baru beli seminggu yg lalu 65GB, tiba2 paket aku hilang aja",1,0
"semenjak kantor kebakaran sinyalnya jadi lemot dan sering ilang ilangan, udah dimode pesawat berkali-kali bongkar pasang berkali-kali tapi masuh sama aja",1,0
karti sampah makin kesini makin ampas bgt ni sinyal masa data full kbps ancur parah tolong lah di perbaiki lagi jaringannya!!,1,0
"Kbanyakan fitur, sering terjadi bug/error. Sinyal kek kntol,",1,0
"Cuma pengen adain fitur pulsa safe, kesel pulsa suka abis sendiri🙂",3,0
sinyal semakin hari semakin buruk . pindah operator aja,1,0
"Kenapa sekarang paketan unlimited 45GB nggak ada kuota youtube nya,, saya sering beli paketan itu. Jadi males sekarang pakai im3 semenjak paketan unlimited 45GB nya nggak ada buat youtube nya",1,0
lagi gangguan apa ini jaringan,1,0
"Beli kuota udah dari 2 jam yang lalu ga di proses2, aku kira gagal kan ya jadi bisa aku beli ulang ternyata malah numpuk itu di riwayat transaksinya. Menyulitkan bangett mana gabisa digagalin manual lagi",1,0
Tambah mahal tambah lemot,1,0
"kualitas layanan buruk sinyal sering ilang tiba - tiba, dikomplain ga ada perubahan, sekian terimakasih",1,0
Lelet banget astaga mana apk sering error lagi,2,0
Ko susah ya dibuka aplikasinnya,3,0
Ni knp sinyal ilang,2,0
